Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1772862907,250,,Aggregated,116.200000,77.700000,2600,2700,2900,3500,4600,5600,8300,15000,95000,113000,114000,195274,77186,2600.0,2703.220343428656,0.422617988078855,113992.90255300002,3.751661767567623
1772862908,250,,Aggregated,92.000000,49.300000,2600,2700,2900,3400,4600,5600,8300,15000,95000,113000,114000,195390,77202,2600.0,2703.153577535408,0.422617988078855,113992.90255300002,3.752576897487077
1772862909,250,,Aggregated,66.400000,22.400000,2600,2700,2900,3400,4600,5600,8300,15000,95000,113000,114000,195486,77215,2600.0,2703.1134023362615,0.422617988078855,113992.90255300002,3.7535629149913547
1772862910,250,,Aggregated,62.200000,8.700000,2600,2700,2900,3400,4600,5600,8300,15000,95000,113000,114000,195509,77217,2600.0,2703.1054622731212,0.422617988078855,113992.90255300002,3.753750466730432
1772862911,250,,Aggregated,72.600000,10.100000,2600,2700,2900,3400,4600,5600,8300,15000,95000,113000,114000,195568,77224,2600.0,2703.0712442473096,0.422617988078855,113992.90255300002,3.754131555264665
1772862912,250,,Aggregated,74.900000,10.300000,2600,2700,2900,3400,4600,5600,8300,15000,95000,113000,114000,195685,77238,2600.0,2703.021405412207,0.422617988078855,113992.90255300002,3.754993995451874
1772862913,250,,Aggregated,63.700000,8.400000,2600,2700,2900,3400,4600,5600,8300,15000,95000,113000,114000,195749,77249,2600.0,2702.9944976474753,0.422617988078855,113992.90255300002,3.755651369866513
1772862914,250,,Aggregated,67.100000,8.900000,2600,2700,2900,3400,4600,5600,8300,15000,95000,113000,114000,195781,77262,2600.0,2702.974192455242,0.422617988078855,113992.90255300002,3.756278699158754
1772862915,250,,Aggregated,74.000000,10.000000,2600,2700,2900,3400,4600,5600,8300,15000,95000,113000,114000,195859,77271,2600.0,2702.9224771821237,0.422617988078855,113992.90255300002,3.7565799886653153
1772862916,250,,Aggregated,71.000000,10.200000,2600,2700,2900,3400,4600,5600,8300,15000,95000,113000,114000,195963,77280,2600.0,2702.8826288444116,0.422617988078855,113992.90255300002,3.757403183253982
1772862917,250,,Aggregated,64.100000,8.800000,2600,2700,2900,3400,4600,5600,8300,15000,95000,113000,114000,196006,77287,2600.0,2702.885641059704,0.422617988078855,113992.90255300002,3.7579206758976764
1772862918,250,,Aggregated,70.000000,9.500000,2600,2700,2900,3400,4600,5600,8300,15000,95000,113000,114000,196059,77294,2600.0,2702.8585094832392,0.422617988078855,113992.90255300002,3.758332950795424
1772862919,250,,Aggregated,73.500000,10.100000,2600,2700,2900,3400,4600,5600,8200,15000,95000,113000,114000,196153,77315,2600.0,2702.8017827144513,0.422617988078855,113992.90255300002,3.759289942035044
1772862920,250,,Aggregated,67.500000,9.300000,2600,2700,2900,3400,4600,5600,8200,15000,95000,113000,114000,196237,77327,2600.0,2702.7655061753985,0.422617988078855,113992.90255300002,3.760152264863405
1772862921,250,,Aggregated,65.900000,9.900000,2600,2700,2900,3300,4600,5600,8200,15000,95000,113000,114000,196275,77332,2600.0,2702.7453951756042,0.422617988078855,113992.90255300002,3.7604738249904472
1772862922,250,,Aggregated,72.300000,10.900000,2600,2700,2900,3300,4600,5600,8200,15000,95000,113000,114000,196347,77342,2600.0,2702.702683726019,0.422617988078855,113992.90255300002,3.7609334494542823
1772862923,250,,Aggregated,70.500000,10.600000,2600,2700,2900,3300,4600,5600,8200,15000,95000,113000,114000,196441,77351,2600.0,2702.6564791693063,0.422617988078855,113992.90255300002,3.7616129015836814
1772862924,250,,Aggregated,65.600000,10.100000,2600,2700,2900,3300,4600,5600,8200,15000,95000,113000,114000,196503,77358,2600.0,2702.630601866213,0.422617988078855,113992.90255300002,3.762130858053058
1772862925,250,,Aggregated,68.500000,10.100000,2600,2700,2900,3300,4600,5600,8200,15000,95000,113000,114000,196553,77369,2600.0,2702.603899459839,0.422617988078855,113992.90255300002,3.762633996937213
1772862926,250,,Aggregated,72.200000,9.800000,2600,2700,2900,3300,4600,5600,8200,15000,95000,113000,114000,196640,77385,2600.0,2702.5661985997963,0.422617988078855,113992.90255300002,3.76370016273393
1772862927,250,,Aggregated,68.800000,9.500000,2600,2700,2900,3300,4600,5600,8200,15000,95000,113000,114000,196719,77395,2600.0,2702.532645296305,0.422617988078855,113992.90255300002,3.7644101484859114
1772862928,250,,Aggregated,66.900000,10.300000,2600,2700,2900,3300,4600,5600,8200,15000,95000,113000,114000,196771,77400,2600.0,2702.500522905022,0.422617988078855,113992.90255300002,3.764711263346733
1772862929,250,,Aggregated,70.600000,10.800000,2600,2700,2900,3300,4600,5600,8200,15000,95000,113000,114000,196837,77412,2600.0,2702.4640884611335,0.422617988078855,113992.90255300002,3.7652727891605746
1772862930,250,,Aggregated,71.100000,10.500000,2600,2700,2900,3300,4600,5600,8200,15000,95000,113000,114000,196928,77426,2600.0,2702.4118779065243,0.422617988078855,113992.90255300002,3.7658484319142023
1772862931,250,,Aggregated,68.500000,9.600000,2600,2700,2900,3300,4600,5600,8200,15000,95000,113000,114000,196999,77436,2600.0,2702.3799161976135,0.422617988078855,113992.90255300002,3.7665216574703426
1772862932,250,,Aggregated,67.900000,9.700000,2600,2700,2900,3300,4600,5600,8200,15000,95000,113000,114000,197048,77445,2600.0,2702.3509804225205,0.422617988078855,113992.90255300002,3.7669045105761034
1772862933,250,,Aggregated,71.900000,10.000000,2600,2700,2900,3300,4500,5600,8200,15000,95000,113000,114000,197122,77455,2600.0,2702.310092638908,0.422617988078855,113992.90255300002,3.7674384391392133
1772862934,250,,Aggregated,70.300000,10.200000,2600,2700,2900,3300,4500,5600,8200,15000,95000,113000,114000,197203,77467,2600.0,2702.2720386424594,0.422617988078855,113992.90255300002,3.7681424724775994
1772862935,250,,Aggregated,67.700000,10.300000,2600,2700,2900,3300,4500,5600,8200,15000,95000,113000,114000,197266,77479,2600.0,2702.2373043264665,0.422617988078855,113992.90255300002,3.7686271329068366
1772862936,250,,Aggregated,69.200000,10.500000,2600,2700,2900,3200,4500,5600,8200,15000,95000,113000,114000,197327,77487,2600.0,2702.198804482502,0.422617988078855,113992.90255300002,3.769109143705626
1772862937,250,,Aggregated,71.400000,11.200000,2600,2700,2900,3200,4500,5600,8200,15000,95000,113000,114000,197400,77497,2600.0,2702.1660942969534,0.422617988078855,113992.90255300002,3.769969604863222
1772862938,250,,Aggregated,68.600000,10.400000,2600,2700,2900,3200,4500,5600,8200,15000,95000,113000,114000,197488,77513,2600.0,2702.1281242241585,0.422617988078855,113992.90255300002,3.77085189986227
1772862939,250,,Aggregated,67.900000,9.900000,2600,2700,2900,3200,4500,5600,8200,15000,95000,113000,114000,197537,77523,2600.0,2702.100613828172,0.422617988078855,113992.90255300002,3.7713036038818046
1772862940,250,,Aggregated,70.900000,11.200000,2600,2700,2900,3200,4500,5600,8200,15000,95000,113000,114000,197601,77529,2600.0,2702.0687494986605,0.422617988078855,113992.90255300002,3.771645892480301
1772862941,250,,Aggregated,70.200000,11.300000,2600,2700,2900,3200,4500,5600,8200,15000,95000,113000,114000,197697,77542,2600.0,2702.032794221946,0.422617988078855,113992.90255300002,3.772323302832112
1772862942,250,,Aggregated,67.500000,10.500000,2600,2700,2900,3200,4500,5600,8200,15000,95000,113000,114000,197757,77548,2600.0,2701.9987541922787,0.422617988078855,113992.90255300002,3.772665442942601
1772862943,250,,Aggregated,68.700000,10.900000,2600,2700,2900,3200,4500,5600,8200,15000,95000,113000,114000,197809,77552,2600.0,2701.9732224715985,0.422617988078855,113992.90255300002,3.77304369366409
1772862944,250,,Aggregated,71.200000,10.700000,2600,2700,2900,3200,4500,5600,8200,15000,95000,113000,114000,197893,77559,2600.0,2701.9295178565817,0.422617988078855,113992.90255300002,3.7734432243687244
1772862945,250,,Aggregated,68.800000,9.900000,2600,2700,2900,3200,4500,5600,8200,15000,95000,113000,114000,197970,77567,2600.0,2701.8966410268395,0.422617988078855,113992.90255300002,3.773955649845936
1772862946,250,,Aggregated,68.100000,9.300000,2600,2700,2900,3200,4500,5600,8200,15000,94000,113000,114000,198033,77576,2600.0,2701.8851636084655,0.422617988078855,113992.90255300002,3.77440628582105
1772862947,250,,Aggregated,69.400000,8.700000,2600,2700,2900,3200,4500,5600,8200,15000,94000,113000,114000,198091,77585,2600.0,2701.8471947667763,0.422617988078855,113992.90255300002,3.774749988641584
1772862948,250,,Aggregated,70.600000,8.600000,2600,2700,2900,3200,4500,5600,8200,15000,94000,113000,114000,198178,77598,2600.0,2701.809398190795,0.422617988078855,113992.90255300002,3.77551998708232
1772862949,250,,Aggregated,68.300000,8.700000,2600,2700,2900,3200,4500,5600,8200,15000,94000,113000,114000,198244,77605,2600.0,2701.777581484102,0.422617988078855,113992.90255300002,3.7759125118540786
1772862950,250,,Aggregated,69.100000,8.600000,2600,2700,2900,3200,4500,5600,8200,15000,94000,113000,114000,198302,77612,2600.0,2701.754518991347,0.422617988078855,113992.90255300002,3.7764722493973837
1772862951,250,,Aggregated,69.900000,8.100000,2600,2700,2900,3200,4500,5600,8200,15000,94000,113000,114000,198384,77620,2600.0,2701.716506081615,0.422617988078855,113992.90255300002,3.777033430115332
1772862952,250,,Aggregated,70.600000,8.200000,2600,2700,2900,3200,4500,5600,8200,15000,94000,113000,114000,198456,77631,2600.0,2701.6750680006107,0.422617988078855,113992.90255300002,3.777441851090418
1772862953,250,,Aggregated,68.200000,7.900000,2600,2700,2900,3200,4500,5600,8200,15000,94000,113000,114000,198526,77638,2600.0,2701.637430828971,0.422617988078855,113992.90255300002,3.7777872923445797
1772862954,250,,Aggregated,69.000000,7.900000,2600,2700,2900,3200,4500,5600,8200,15000,94000,113000,114000,198577,77641,2600.0,2701.6134936352714,0.422617988078855,113992.90255300002,3.778020616687733
1772862955,250,,Aggregated,70.700000,8.400000,2600,2700,2900,3100,4500,5600,8200,15000,94000,113000,114000,198672,77657,2600.0,2701.5682189588833,0.422617988078855,113992.90255300002,3.7789472094708865
1772862956,250,,Aggregated,69.000000,8.200000,2600,2700,2900,3100,4500,5600,8200,15000,94000,113000,114000,198730,77662,2600.0,2701.5357994631627,0.422617988078855,113992.90255300002,3.779147587178584
