timestamp,cpu_utilization_pct,memory_utilization_pct,latency_p95_ms,active_connections,error_rate,rps_per_replica,replicas_normalized,cpu_acceleration,rps_acceleration,hour_sin,hour_cos,dow_sin,dow_cos,is_weekend,rps_t3m,rps_t5m,rps_t10m,replicas_t3m,replicas_t5m,replicas_t10m,segment_id
2026-03-06 11:59:45+00:00,1.2541551149526768,11.28387451171875,436.7081618120267,1.0,0.16435525508491253,1.4597777777777776,0.1,-0.029010527577469913,0.954022222222222,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0,4.844444444444444,4.8,40.26666666666666,2.0,2.0,2.0,0
2026-03-06 12:00:00+00:00,1.2592987836443428,11.3128662109375,428.65669107715365,0.0,0.10983981693363845,2.210945277777778,0.1,0.005143668691665937,0.7511675000000002,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,4.822222222222221,4.688888888888888,55.55555555555555,2.0,2.0,2.0,0
2026-03-06 12:00:15+00:00,1.2410368093997808,11.3311767578125,431.3464657984928,2.0,0.10648148148148148,2.4,0.1,-0.018261974244561996,0.18905472222222208,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,4.955555555555555,4.777777777777777,67.77777777777777,2.0,2.0,2.0,0
2026-03-06 12:00:30+00:00,1.285279802041981,11.3433837890625,430.8011980959743,1.0,0.0892857142857143,2.4888888888888885,0.1,0.04424299264220011,0.08888888888888857,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,4.977777777777777,4.644444444444444,71.48888888888888,2.0,2.0,2.0,0
2026-03-06 12:00:45+00:00,1.2906402326638036,11.3433837890625,428.32882649150827,0.0,0.12775330396475773,2.5222222222222217,0.1,0.005360430621822676,0.033333333333333215,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,4.866666666666666,4.866666666666666,65.1586211111111,2.0,2.0,2.0,0
2026-03-06 12:01:00+00:00,1.3225795890309153,11.3555908203125,428.6015676814758,0.0,0.13063063063063063,2.4666666666666663,0.1,0.03193935636711176,-0.05555555555555536,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,4.844444444444444,4.822222222222222,53.46542166666666,2.0,2.0,2.0,0
2026-03-06 12:01:15+00:00,1.29930572903092,11.376953125,428.7163968251577,1.0,0.12669683257918551,2.4555555555555553,0.1,-0.023273859999995317,-0.011111111111111072,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,4.844444444444444,4.866666666666666,41.288888888888884,2.0,2.0,2.0,0
2026-03-06 12:01:30+00:00,1.3912677142506058,11.3861083984375,430.4732730972707,0.0,0.11711711711711713,2.4666666666666663,0.1,0.0919619852196858,0.011111111111111072,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,4.777777777777778,5.066666666666666,34.4,2.0,2.0,2.0,0
2026-03-06 12:01:45+00:00,1.253223260696404,11.3800048828125,428.60636463597706,1.0,0.10267857142857144,2.4888888888888885,0.1,-0.1380444535542018,0.022222222222222143,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,4.8,6.155555555555555,34.95555555555555,2.0,2.0,2.0,0
2026-03-06 12:02:00+00:00,1.4102084524359237,11.4044189453125,433.0956604230365,0.0,0.12440191387559808,2.322222222222222,0.1,0.15698519173951975,-0.16666666666666652,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,4.688888888888888,7.111111111111111,34.15555555555555,2.0,2.0,2.0,0
